,Cluster,N_Vars,Eigval1,Eigval2,VarProp,center,Variables
0,0,27,25.711115554375667,0.6646325376758726,0.9522635390509507,marPrecipitationInch,aprLowF;aprMeanF;augMeanF;decHighF;decLowF;decMeanF;decPrecipitationInch;febHighF;febLowF;febMeanF;febPrecipitationInch;janHighF;janLowF;janMeanF;janPrecipitationInch;julMeanF;junMeanF;marHighF;marLowF;marMeanF;marPrecipitationInch;mayMeanF;novLowF;novMeanF;octMeanF;sepMeanF;yearMeanF
1,1,13,12.449858166867747,0.49744632640831066,0.9576813974513654,populationDemonym,aprHumidity;augHumidity;decHumidity;febHumidity;janHumidity;julHumidity;junHumidity;marHumidity;mayHumidity;novHumidity;octHumidity;sepHumidity;populationDemonym
2,2,10,8.221735516020425,0.9724455214121981,0.8221735516020422,numberOfEmployees,airline;assets;destination;equity;fleetSize;netIncome;numEmployees;numberOfEmployees;operatingIncome;revenue
4,4,10,9.507679236091073,0.28589680532167444,0.9507679236091073,location,aprPrecipitationInch;augPrecipitationInch;julPrecipitationInch;junPrecipitationInch;location;mayPrecipitationInch;novPrecipitationInch;octPrecipitationInch;sepPrecipitationInch;yearPrecipitationInch
5,5,7,6.014902957063826,0.9720981398486783,0.8592718510091182,destinations,areaLand;areaLandKm;areaLandSqMi;areaTotal;areaTotalKm;areaTotalSqMi;destinations
7,7,25,23.660411032395153,0.6325493634178444,0.9464164412958062,decPrecipitationDays,augHighF;augLowF;decPrecipitationDays;febPrecipitationDays;janPrecipitationDays;julHighF;julLowF;junHighF;junLowF;marPrecipitationDays;mayHighF;populationAsOf;populationTotal;precipitationColour;sepHighF;singleLine;unitPrecipitationDays;aprHighF;mayLowF;octHighF;sepLowF;yearHighF;octLowF;novHighF;yearLowF
8,8,13,11.060383885746576,0.8858756180659256,0.8507987604420444,julPrecipitationDays,aprPrecipitationDays;augPrecipitationDays;augSnowInch;julPrecipitationDays;julSnowInch;junPrecipitationDays;mayPrecipitationDays;novPrecipitationDays;octPrecipitationDays;populationRank;sepPrecipitationDays;yearPrecipitationDays;populationMetro
9,9,8,6.5505572441254145,0.8737489099829939,0.8188196555156768,junSnowInch,aprSnowInch;elevation;elevationFt;elevationM;maySnowInch;octSnowInch;sepSnowInch;junSnowInch
